rank,player,average,year
30.0,Vijay Singh,279.9,2000
31.0,Mark Calcavecchia,279.7,2000
32.0,Steve Flesch,279.2,2000
33.0,Grant Waite,279.0,2000
34.0,Robert Damron,278.9,2000
34.0,J.L. Lewis,278.9,2000
34.0,Tom Purtzer,278.9,2000
37.0,Doug Dunakey,278.7,2000
38.0,Ernie Els,278.4,2000
39.0,Sergio Garcia,278.3,2000
39.0,Andrew Magee,278.3,2000
41.0,Steve Jones,278.2,2000
42.0,Greg Chalmers,278.1,2000
43.0,David Peoples,278.0,2000
44.0,Bob Heintz,277.9,2000
45.0,Rich Beem,277.8,2000
45.0,Stewart Cink,277.8,2000
47.0,Charles Raulerson,277.7,2000
48.0,Bob Burns,277.6,2000
48.0,Chris DiMarco,277.6,2000
50.0,Paul Azinger,277.5,2000
50.0,John Rollins,277.5,2000
52.0,Steve Lowery,277.1,2000
52.0,Shaun Micheel,277.1,2000
54.0,Joe Ogilvie,277.0,2000
55.0,Steve Stricker,276.8,2000
56.0,Brad Elder,276.6,2000
57.0,Bob May,276.4,2000
57.0,Brett Quigley,276.4,2000
57.0,Craig Stadler,276.4,2000
57.0,Ted Tryba,276.4,2000
61.0,Edward Fryatt,276.2,2000
62.0,Jean Van de Velde,276.0,2000
63.0,Peter Jacobsen,275.8,2000
63.0,Jay Williamson,275.8,2000
65.0,Bobby Cochran,275.7,2000
66.0,Michael Bradley,275.5,2000
67.0,Hal Sutton,275.4,2000
68.0,Joel Edwards,275.2,2000
68.0,Carlos Franco,275.2,2000
68.0,David Toms,275.2,2000
71.0,Jonathan Kaye,275.1,2000
72.0,Russ Cochran,275.0,2000
73.0,K.J. Choi,274.9,2000
73.0,Robin Freeman,274.9,2000
75.0,Jason Buha,274.8,2000
75.0,Chris Perry,274.8,2000
75.0,Tommy Tolles,274.8,2000
78.0,Stephen Ames,274.7,2000
78.0,Scott Dunlap,274.7,2000
80.0,Jerry Kelly,274.6,2000
81.0,Woody Austin,274.5,2000
81.0,Steve Elkington,274.5,2000
83.0,Lee Janzen,274.4,2000
84.0,Tom Scherrer,274.1,2000
85.0,Jay Delsing,273.9,2000
86.0,Brent Geiberger,273.8,2000
86.0,John Huston,273.8,2000
88.0,Rocco Mediate,273.6,2000
89.0,Ben Bates,273.5,2000
90.0,Jeff Gove,273.4,2000
90.0,David Sutherland,273.4,2000
90.0,Kirk Triplett,273.4,2000
93.0,Notah Begay III,273.3,2000
93.0,Franklin Langham,273.3,2000
93.0,Jesper Parnevik,273.3,2000
93.0,Kevin Sutherland,273.3,2000
97.0,Brandel Chamblee,273.2,2000
97.0,Len Mattiace,273.2,2000
97.0,Nick Price,273.2,2000
97.0,Joey Sindelar,273.2,2000
97.0,Craig Spence,273.2,2000
102.0,Craig Perks,273.1,2000
103.0,Tom Lehman,273.0,2000
104.0,Chris Riley,272.9,2000
,Tour Average,272.7,2000
105.0,Billy Andrade,272.7,2000
105.0,Jason Caron,272.7,2000
105.0,Justin Leonard,272.7,2000
105.0,Jeff Maggert,272.7,2000
109.0,Eric Booker,272.5,2000
110.0,Dudley Hart,272.3,2000
110.0,Mike Sposa,272.3,2000
112.0,Steve Gotsche,272.2,2000
112.0,Neal Lancaster,272.2,2000
112.0,David Morland IV,272.2,2000
112.0,Mike Weir,272.2,2000
116.0,Joe Durant,272.1,2000
116.0,Brian Henninger,272.1,2000
116.0,Bradley Hughes,272.1,2000
119.0,Gabriel Hjertstedt,272.0,2000
120.0,J.P. Hayes,271.9,2000
121.0,Perry Moss,271.8,2000
122.0,Craig Parry,271.7,2000
123.0,Jim McGovern,271.6,2000
123.0,Sean Murphy,271.6,2000
125.0,Skip Kendall,271.5,2000
126.0,Robert Gamez,271.2,2000
127.0,Frank Nobilo,271.0,2000
127.0,Steve Pate,271.0,2000
129.0,Rick Fehr,270.8,2000
130.0,Tom Pernice Jr.,270.7,2000
131.0,Scott Hoch,270.6,2000
131.0,Bob Tway,270.6,2000
133.0,Ronnie Black,270.4,2000
133.0,Brian Watts,270.4,2000
135.0,Jimmy Green,270.2,2000
136.0,Jim Furyk,269.9,2000
137.0,Kevin Wentworth,269.8,2000
138.0,Trevor Dodds,269.7,2000
139.0,Frank Lickliter II,269.5,2000
140.0,Blaine McCallister,269.4,2000
141.0,Mark Wiebe,269.2,2000
142.0,Gary Nicklaus,269.1,2000
143.0,John Cook,268.6,2000
143.0,Dan Forsman,268.6,2000
143.0,Scott Verplank,268.6,2000
146.0,Bob Estes,268.4,2000
147.0,Doug Barron,268.3,2000
147.0,Nick Faldo,268.3,2000
147.0,Matt Gogel,268.3,2000
150.0,Glen Day,268.1,2000
151.0,Billy Mayfair,268.0,2000
152.0,Mark O'Meara,267.9,2000
153.0,Tom Byrum,267.8,2000
154.0,Greg Kraft,267.7,2000
155.0,Mike Springer,267.6,2000
156.0,Mike Brisky,267.4,2000
157.0,"Dave Stockton, Jr.",267.2,2000
157.0,Omar Uresti,267.2,2000
159.0,Joe Ozaki,267.1,2000
160.0,Olin Browne,266.9,2000
161.0,Dicky Pride,266.8,2000
162.0,Fred Funk,266.6,2000
163.0,Jim Carter,266.4,2000
164.0,Jay Haas,266.3,2000
165.0,Jay Don Blake,266.2,2000
166.0,Emlyn Aubrey,265.3,2000
167.0,Jeff Sluman,265.0,2000
168.0,Fulton Allem,264.8,2000
168.0,P.H. Horgan III,264.8,2000
170.0,Brian Gay,264.6,2000
171.0,Brad Faxon,264.4,2000
171.0,Ryan Howison,264.4,2000
173.0,David Frost,264.2,2000
173.0,Larry Mize,264.2,2000
175.0,Jerry Smith,264.1,2000
176.0,Bart Bryant,263.7,2000
177.0,Mark Brooks,263.6,2000
177.0,Brad Fabel,263.6,2000
179.0,Paul Goydos,263.4,2000
180.0,Nolan Henke,262.9,2000
181.0,Mike Hulbert,262.4,2000
182.0,Scott Gump,262.1,2000
182.0,Glen Hnatiuk,262.1,2000
182.0,Pete Jordan,262.1,2000
182.0,Keith Nolan,262.1,2000
186.0,Bob Friend,261.4,2000
187.0,Craig Bowden,260.4,2000
188.0,Steve Hart,259.7,2000
188.0,John Maginnes,259.7,2000
190.0,Esteban Toledo,259.2,2000
191.0,Chip Beck,258.1,2000
192.0,Loren Roberts,257.9,2000
193.0,Paul Curry,255.8,2000
194.0,Mike Reid,251.6,2000
195.0,Corey Pavin,251.3,2000
1.0,John Daly,306.7,2001
2.0,Brett Quigley,298.5,2001
3.0,Davis Love III,297.6,2001
3.0,Tiger Woods,297.6,2001
5.0,David Duval,296.1,2001
6.0,Charles Howell III,293.9,2001
6.0,Phil Mickelson,293.9,2001
8.0,Steve Allan,293.3,2001
9.0,Chris Smith,293.2,2001
10.0,Kenny Perry,292.3,2001
11.0,Joey Sindelar,291.5,2001
12.0,Jason Gore,290.5,2001
13.0,Brandt Jobe,290.4,2001
14.0,Scott McCarron,289.7,2001
15.0,Kelly Grunewald,289.1,2001
16.0,Chris Tidland,289.0,2001
17.0,Tim Herron,288.9,2001
18.0,Brian Wilson,288.8,2001
19.0,Stuart Appleby,288.6,2001
20.0,Rory Sabbatini,288.5,2001
21.0,Fred Couples,288.2,2001
22.0,Sergio Garcia,287.8,2001
23.0,Vijay Singh,287.5,2001
24.0,Harrison Frazar,286.8,2001
25.0,Tom Lehman,286.7,2001
26.0,J.J. Henry,286.6,2001
27.0,Brent Schwarzrock,286.4,2001
28.0,Mark Calcavecchia,286.2,2001
28.0,Danny Ellis,286.2,2001
30.0,Ernie Els,285.8,2001
31.0,"David Berganio, Jr.",285.5,2001
32.0,Cameron Beckman,285.4,2001
32.0,Paul Stankowski,285.4,2001
34.0,Marco Dawson,285.2,2001
35.0,Mathew Goggin,285.1,2001
36.0,Grant Waite,284.9,2001
37.0,Robert Allenby,284.7,2001
37.0,Frank Lickliter II,284.7,2001
39.0,Carlos Franco,284.5,2001
39.0,Donnie Hammond,284.5,2001
39.0,Dudley Hart,284.5,2001
39.0,Kevin Johnson,284.5,2001
39.0,Duffy Waldorf,284.5,2001
44.0,Mike Weir,284.4,2001
45.0,Jesper Parnevik,284.2,2001
45.0,Tommy Tolles,284.2,2001
47.0,Rich Beem,284.1,2001
48.0,Geoff Ogilvy,284.0,2001
49.0,Ben Bates,283.7,2001
49.0,Ronnie Black,283.7,2001
49.0,Andrew McLardy,283.7,2001
52.0,Craig Perks,283.6,2001
53.0,Brad Elder,283.5,2001
54.0,Steve Flesch,283.4,2001
54.0,Jonathan Kaye,283.4,2001
54.0,Jim McGovern,283.4,2001
57.0,J.L. Lewis,283.3,2001
57.0,Kaname Yokoo,283.3,2001
59.0,K.J. Choi,283.1,2001
60.0,Jeremy Anderson,283.0,2001
61.0,Andrew Magee,282.9,2001
62.0,Tommy Armour III,282.7,2001
63.0,Ian Leggatt,282.6,2001
64.0,Craig Barlow,282.5,2001
65.0,Stephen Ames,282.3,2001
66.0,Tom Pernice Jr.,282.2,2001
67.0,Briny Baird,281.8,2001
67.0,Brian Watts,281.8,2001
69.0,Stewart Cink,281.7,2001
69.0,Carl Paulson,281.7,2001
69.0,Steve Stricker,281.7,2001
72.0,Dennis Paulson,281.6,2001
72.0,Jeff Sluman,281.6,2001
74.0,Hunter Haas,281.4,2001
74.0,Gabriel Hjertstedt,281.4,2001
74.0,Per-Ulrik Johansson,281.4,2001
77.0,Robin Freeman,281.1,2001
78.0,Cliff Kresge,281.0,2001
79.0,Doug Dunakey,280.7,2001
79.0,Steve Lowery,280.7,2001
81.0,Steve Elkington,280.5,2001
81.0,Brent Geiberger,280.5,2001
83.0,Michael Clark II,280.4,2001
83.0,Joe Durant,280.4,2001
85.0,Matt Gogel,280.3,2001
86.0,Bob May,280.2,2001
87.0,Billy Andrade,280.1,2001
87.0,Shaun Micheel,280.1,2001
89.0,Shigeki Maruyama,279.9,2001
90.0,Mark Hensby,279.8,2001
90.0,David Peoples,279.8,2001
92.0,John Huston,279.7,2001
93.0,John Riegger,279.6,2001
93.0,Garrett Willis,279.6,2001
95.0,Paul Azinger,279.5,2001
95.0,Russ Cochran,279.5,2001
95.0,David Toms,279.5,2001
98.0,Jeff Maggert,279.4,2001
98.0,Bob Tway,279.4,2001
100.0,Edward Fryatt,279.2,2001
101.0,Ben Ferguson,279.1,2001
102.0,Joe Ogilvie,279.0,2001
,Tour Average,278.8,2001
103.0,Chris DiMarco,278.8,2001
103.0,Hal Sutton,278.8,2001
105.0,Bob Burns,278.6,2001
105.0,Greg Chalmers,278.6,2001
107.0,Jerry Kelly,278.4,2001
107.0,Rocco Mediate,278.4,2001
107.0,David Morland IV,278.4,2001
107.0,Chris Perry,278.4,2001
107.0,Rocky Walcher,278.4,2001
112.0,Bob Estes,278.3,2001
113.0,Mike Sposa,278.2,2001
114.0,Ted Tryba,277.9,2001
115.0,Richie Coughlan,277.8,2001
116.0,Kevin Sutherland,277.7,2001
117.0,Paul Gow,277.6,2001
117.0,Jimmy Green,277.6,2001
119.0,"Dave Stockton, Jr.",277.5,2001
120.0,J.P. Hayes,277.3,2001
121.0,Bradley Hughes,277.2,2001
122.0,Brian Henninger,277.1,2001
123.0,Craig Kanada,276.9,2001
124.0,Steve Jones,276.7,2001
125.0,Jerry Smith,276.5,2001
126.0,Robert Damron,276.3,2001
126.0,Chris Riley,276.3,2001
128.0,Gary Nicklaus,276.2,2001
129.0,Scott Dunlap,276.0,2001
129.0,Joel Edwards,276.0,2001
129.0,Steve Pate,276.0,2001
132.0,Neal Lancaster,275.9,2001
133.0,Jeff Brehaut,275.8,2001
133.0,Scott Hoch,275.8,2001
135.0,Justin Leonard,275.7,2001
135.0,Jay Williamson,275.7,2001
137.0,Keith Clearwater,275.4,2001
138.0,Bill Glasson,275.3,2001
138.0,Lee Janzen,275.3,2001
138.0,Dicky Pride,275.3,2001
141.0,Woody Austin,275.2,2001
141.0,Jim Carter,275.2,2001
141.0,Billy Mayfair,275.2,2001
144.0,Jeff Julian,275.1,2001
145.0,Olin Browne,275.0,2001
146.0,Lee Porter,274.7,2001
147.0,Brad Faxon,274.6,2001
147.0,Kent Jones,274.6,2001
149.0,Nick Price,274.5,2001
150.0,Frank Nobilo,274.1,2001
151.0,José Coceres,274.0,2001
151.0,Tripp Isenhour,274.0,2001
153.0,Brandel Chamblee,273.9,2001
154.0,Jay Haas,273.7,2001
154.0,Len Mattiace,273.7,2001
156.0,Mark O'Meara,273.6,2001
157.0,Craig Parry,273.5,2001
158.0,Michael Muehr,273.4,2001
159.0,Glen Day,273.3,2001
160.0,Skip Kendall,273.1,2001
160.0,Spike McRoy,273.1,2001
162.0,Robert Gamez,272.8,2001
163.0,Scott Simpson,272.7,2001
164.0,Jim Furyk,272.5,2001
165.0,Fred Funk,272.1,2001
166.0,Mark Wiebe,271.9,2001
167.0,Jean Van de Velde,271.7,2001
168.0,Doug Barron,271.6,2001
169.0,Tom Byrum,271.5,2001
170.0,Scott Verplank,271.3,2001
171.0,Blaine McCallister,271.2,2001
172.0,Larry Mize,270.9,2001
173.0,Tom Scherrer,270.8,2001
174.0,John Cook,270.7,2001
174.0,Glen Hnatiuk,270.7,2001
174.0,Sean Murphy,270.7,2001
177.0,Dan Forsman,270.6,2001
178.0,Kirk Triplett,269.9,2001
179.0,David Frost,269.5,2001
179.0,Bernhard Langer,269.5,2001
181.0,Jay Don Blake,269.1,2001
182.0,Greg Kraft,269.0,2001
183.0,Fulton Allem,268.9,2001
184.0,Jeff Hart,268.4,2001
185.0,Franklin Langham,268.0,2001
186.0,Brian Gay,267.1,2001
186.0,Paul Goydos,267.1,2001
188.0,José María Olazábal,266.8,2001
189.0,Pete Jordan,266.0,2001
190.0,Willie Wood,265.8,2001
191.0,Mark Brooks,265.5,2001
192.0,Esteban Toledo,264.8,2001
193.0,Loren Roberts,261.6,2001
194.0,Corey Pavin,252.7,2001
1.0,John Daly,306.8,2002
2.0,Boo Weekley,297.0,2002
3.0,Mathew Goggin,296.1,2002
4.0,Charles Howell III,293.7,2002
4.0,Dennis Paulson,293.7,2002
6.0,Tiger Woods,293.3,2002
7.0,Tim Herron,293.2,2002
8.0,Brett Wetterich,292.7,2002
9.0,Chris Smith,292.2,2002
10.0,Rich Beem,292.1,2002
11.0,David Duval,290.8,2002
11.0,Bo Van Pelt,290.8,2002
13.0,Carlos Franco,290.7,2002
14.0,Jonathan Byrd,290.5,2002
14.0,Harrison Frazar,290.5,2002
14.0,Sergio Garcia,290.5,2002
17.0,Brenden Pappas,290.1,2002
18.0,Eduardo Herrera,290.0,2002
19.0,John Senden,289.9,2002
20.0,Steve Allan,289.7,2002
21.0,Geoff Ogilvy,289.4,2002
22.0,Tommy Tolles,289.3,2002
23.0,Stuart Appleby,289.0,2002
23.0,Rory Sabbatini,289.0,2002
25.0,Phil Mickelson,288.8,2002
26.0,Brian Bateman,288.6,2002
26.0,Fred Couples,288.6,2002
26.0,J.J. Henry,288.6,2002
26.0,Phil Tataurangi,288.6,2002
30.0,Davis Love III,287.7,2002
30.0,Carl Paulson,287.7,2002
32.0,Kenneth Staton,287.6,2002
33.0,Tripp Isenhour,287.4,2002
34.0,Paul Stankowski,287.0,2002
35.0,Ian Leggatt,286.9,2002
36.0,Robert Allenby,286.7,2002
37.0,Kenny Perry,286.4,2002
38.0,Stephen Gangluff,286.2,2002
39.0,Ben Crane,286.1,2002
39.0,Jonathan Kaye,286.1,2002
41.0,Rod Pampling,285.9,2002
42.0,Brandt Jobe,285.8,2002
42.0,J.L. Lewis,285.8,2002
42.0,Joey Sindelar,285.8,2002
45.0,Steve Flesch,285.7,2002
46.0,Vijay Singh,285.6,2002
47.0,Mark Calcavecchia,285.5,2002
47.0,Scott McCarron,285.5,2002
49.0,Steve Stricker,285.1,2002
50.0,Michael Allen,285.0,2002
51.0,Craig Barlow,284.7,2002
52.0,Duffy Waldorf,284.5,2002
53.0,Shaun Micheel,284.3,2002
54.0,Bob Heintz,284.2,2002
55.0,"David Berganio, Jr.",284.0,2002
55.0,Michael Clark II,284.0,2002
55.0,Edward Fryatt,284.0,2002
58.0,Deane Pappas,283.9,2002
58.0,Grant Waite,283.9,2002
60.0,Lee Janzen,283.7,2002
61.0,Bob Tway,283.6,2002
62.0,K.J. Choi,283.1,2002
63.0,Tom Lehman,283.0,2002
63.0,Frank Lickliter II,283.0,2002
65.0,Andrew Magee,282.9,2002
66.0,Brent Geiberger,282.8,2002
66.0,Per-Ulrik Johansson,282.8,2002
68.0,Robert Gamez,282.6,2002
69.0,Russ Cochran,282.5,2002
70.0,Brett Quigley,282.3,2002
71.0,Briny Baird,282.2,2002
71.0,Cameron Beckman,282.2,2002
73.0,Stephen Ames,282.1,2002
74.0,Tommy Armour III,282.0,2002
74.0,Robin Freeman,282.0,2002
76.0,Neal Lancaster,281.9,2002
76.0,Michael Long,281.9,2002
78.0,Jess Daley,281.8,2002
78.0,Jason Hill,281.8,2002
80.0,Paul Gow,281.7,2002
81.0,John Huston,281.6,2002
82.0,Chad Campbell,281.5,2002
82.0,Peter Jacobsen,281.5,2002
84.0,Ernie Els,281.4,2002
84.0,Peter Lonard,281.4,2002
86.0,Bradley Hughes,281.2,2002
86.0,Hidemichi Tanaka,281.2,2002
88.0,Steve Pate,281.1,2002
89.0,David Gossett,281.0,2002
90.0,Notah Begay III,280.8,2002
90.0,Greg Chalmers,280.8,2002
92.0,David Peoples,280.6,2002
92.0,Tim Petrovic,280.6,2002
94.0,Steve Elkington,280.5,2002
94.0,Steve Lowery,280.5,2002
94.0,Pat Perez,280.5,2002
94.0,Kaname Yokoo,280.5,2002
98.0,Craig Stadler,280.4,2002
99.0,Jeff Brehaut,280.2,2002
100.0,Brad Elder,280.0,2002
100.0,Shigeki Maruyama,280.0,2002
100.0,Mike Weir,280.0,2002
103.0,Woody Austin,279.9,2002
103.0,Tom Pernice Jr.,279.9,2002
105.0,Billy Andrade,279.8,2002
105.0,Bob Estes,279.8,2002
105.0,Retief Goosen,279.8,2002
108.0,Chris DiMarco,279.7,2002
109.0,Stewart Cink,279.6,2002
109.0,John Riegger,279.6,2002
,Tour Average,279.5,2002
111.0,Garrett Willis,279.4,2002
112.0,John Rollins,279.3,2002
112.0,Tom Scherrer,279.3,2002
114.0,Joe Ogilvie,279.2,2002
114.0,Jesper Parnevik,279.2,2002
114.0,David Toms,279.2,2002
117.0,Donnie Hammond,279.1,2002
118.0,Jeff Gove,279.0,2002
119.0,Justin Leonard,278.7,2002
120.0,Craig Perks,278.5,2002
121.0,Brian Henninger,278.3,2002
121.0,Craig Parry,278.3,2002
123.0,Robert Damron,278.0,2002
124.0,Kent Jones,277.8,2002
125.0,Joel Edwards,277.6,2002
126.0,Rocco Mediate,277.3,2002
126.0,Bryce Molder,277.3,2002
126.0,Hal Sutton,277.3,2002
129.0,J.P. Hayes,277.1,2002
130.0,Steve Jones,276.9,2002
130.0,Len Mattiace,276.9,2002
132.0,Dudley Hart,276.7,2002
133.0,Dicky Pride,276.3,2002
134.0,Paul Azinger,276.2,2002
135.0,Franklin Langham,276.1,2002
136.0,Matt Gogel,275.9,2002
136.0,Spike McRoy,275.9,2002
136.0,David Morland IV,275.9,2002
139.0,Jay Williamson,275.8,2002
140.0,Tim Clark,275.7,2002
141.0,Jim Carter,275.3,2002
142.0,Bart Bryant,275.2,2002
142.0,Jerry Smith,275.2,2002
144.0,Glen Hnatiuk,275.1,2002
145.0,Brad Lardon,275.0,2002
145.0,Bob May,275.0,2002
145.0,Mark O'Meara,275.0,2002
145.0,Kevin Sutherland,275.0,2002
145.0,Kirk Triplett,275.0,2002
150.0,Jeff Maggert,274.9,2002
150.0,Blaine McCallister,274.9,2002
152.0,Joe Durant,274.8,2002
153.0,Dan Forsman,274.7,2002
153.0,Frank Nobilo,274.7,2002
153.0,Mike Sposa,274.7,2002
156.0,Luke Donald,274.6,2002
157.0,Miguel Angel Jiménez,274.4,2002
158.0,Jerry Kelly,274.0,2002
158.0,Gary Nicklaus,274.0,2002
160.0,Bob Burns,273.9,2002
161.0,Matt Kuchar,273.5,2002
162.0,Jay Haas,273.3,2002
163.0,Fred Funk,273.0,2002
164.0,Jeff Sluman,272.9,2002
165.0,Brian Watts,272.8,2002
166.0,Nick Price,272.7,2002
166.0,Chris Riley,272.7,2002
168.0,Brandel Chamblee,272.5,2002
168.0,Paul Claxton,272.5,2002
168.0,Scott Dunlap,272.5,2002
171.0,Mike Hulbert,272.4,2002
172.0,Brian Gay,272.3,2002
173.0,Jim Furyk,271.8,2002
174.0,Pat Bates,271.5,2002
174.0,Skip Kendall,271.5,2002
176.0,Paul Goydos,271.3,2002
176.0,Bernhard Langer,271.3,2002
178.0,Jay Don Blake,271.2,2002
179.0,Billy Mayfair,270.9,2002
180.0,Matt Peterson,270.7,2002
181.0,José María Olazábal,270.6,2002
182.0,Tom Byrum,270.5,2002
183.0,Mark Brooks,270.1,2002
184.0,Glen Day,270.0,2002
184.0,Scott Hoch,270.0,2002
186.0,Brad Faxon,269.6,2002
187.0,David Frost,269.5,2002
188.0,Richard Zokol,269.3,2002
189.0,Heath Slocum,268.5,2002
189.0,Scott Verplank,268.5,2002
191.0,Olin Browne,268.1,2002
192.0,Michael Muehr,268.0,2002
192.0,Loren Roberts,268.0,2002
194.0,Greg Kraft,267.7,2002
195.0,Fulton Allem,267.5,2002
196.0,Lee Porter,265.0,2002
197.0,Esteban Toledo,264.9,2002
198.0,Scott Simpson,264.6,2002
199.0,John Cook,264.0,2002
200.0,José Coceres,263.2,2002
201.0,Corey Pavin,258.1,2002
202.0,Pete Jordan,256.6,2002
1.0,Hank Kuehne,321.4,2003
2.0,John Daly,314.3,2003
3.0,Phil Mickelson,306.0,2003
4.0,Darren Clarke,304.9,2003
5.0,Ernie Els,303.3,2003
6.0,Vijay Singh,301.9,2003
7.0,Sergio Garcia,300.9,2003
8.0,Mike Heinen,300.8,2003
9.0,Brenden Pappas,300.3,2003
10.0,Mathew Goggin,299.8,2003
11.0,Deane Pappas,299.5,2003
11.0,Tiger Woods,299.5,2003
13.0,Retief Goosen,299.4,2003
14.0,Andrew Magee,299.3,2003
15.0,Davis Love III,299.2,2003
15.0,Adam Scott,299.2,2003
17.0,Todd Barranger,298.8,2003
18.0,Harrison Frazar,298.7,2003
19.0,Carlos Franco,298.0,2003
20.0,Brian Bateman,297.2,2003
21.0,Jason Gore,296.7,2003
22.0,Jonathan Kaye,295.9,2003
22.0,Ty Tryon,295.9,2003
24.0,Jonathan Byrd,295.3,2003
25.0,Jason Caron,295.2,2003
25.0,Brent Schwarzrock,295.2,2003
27.0,Kenny Perry,295.1,2003
28.0,Robert Allenby,294.8,2003
28.0,Ian Leggatt,294.8,2003
30.0,K.J. Choi,294.7,2003
31.0,Chad Campbell,294.6,2003
31.0,Charles Howell III,294.6,2003
31.0,Neal Lancaster,294.6,2003
31.0,Scott McCarron,294.6,2003
35.0,Stuart Appleby,294.4,2003
36.0,Tommy Armour III,294.3,2003
37.0,Craig Barlow,293.9,2003
37.0,Kenneth Staton,293.9,2003
39.0,Brent Geiberger,293.8,2003
39.0,Paul Stankowski,293.8,2003
41.0,Rich Beem,293.6,2003
42.0,Fred Couples,293.4,2003
42.0,Carl Paulson,293.4,2003
44.0,Andy Miller,293.3,2003
44.0,Rory Sabbatini,293.3,2003
46.0,J.J. Henry,293.2,2003
46.0,Patrick Sheehan,293.2,2003
46.0,Chris Smith,293.2,2003
49.0,Marco Dawson,292.9,2003
50.0,Peter Lonard,292.8,2003
51.0,Brandt Jobe,292.7,2003
52.0,Briny Baird,292.2,2003
53.0,Geoff Ogilvy,291.8,2003
53.0,John Senden,291.8,2003
55.0,Darron Stiles,291.6,2003
56.0,John Morgan,291.0,2003
56.0,Vance Veazey,291.0,2003
58.0,Tim Herron,290.9,2003
59.0,Steve Allan,290.8,2003
59.0,Woody Austin,290.8,2003
59.0,Jason Buha,290.8,2003
62.0,Craig Perks,290.7,2003
63.0,David Sutherland,290.4,2003
64.0,Rod Pampling,290.1,2003
65.0,J.L. Lewis,289.7,2003
66.0,Brett Quigley,289.6,2003
67.0,Cameron Beckman,289.4,2003
68.0,Ben Crane,289.2,2003
68.0,Mike Weir,289.2,2003
70.0,Tom Pernice Jr.,289.1,2003
71.0,Shaun Micheel,288.9,2003
72.0,Steve Lowery,288.8,2003
72.0,Kevin Sutherland,288.8,2003
72.0,David Toms,288.8,2003
72.0,Bob Tway,288.8,2003
76.0,Mike Sposa,288.5,2003
76.0,Cameron Yancey,288.5,2003
78.0,Duffy Waldorf,288.4,2003
79.0,Jeff Brehaut,288.3,2003
80.0,Greg Chalmers,288.2,2003
81.0,Stewart Cink,288.0,2003
82.0,Aaron Baddeley,287.9,2003
82.0,David Gossett,287.9,2003
82.0,Per-Ulrik Johansson,287.9,2003
85.0,Robert Gamez,287.7,2003
85.0,Garrett Willis,287.7,2003
87.0,Mark Calcavecchia,287.6,2003
87.0,Mike Grob,287.6,2003
89.0,Brad Elder,287.5,2003
89.0,Anthony Painter,287.5,2003
89.0,Pat Perez,287.5,2003
92.0,Thomas Levet,286.9,2003
93.0,Tom Lehman,286.8,2003
94.0,Joe Durant,286.7,2003
95.0,Kent Jones,286.6,2003
96.0,Tom Gillis,286.5,2003
96.0,Paul Gow,286.5,2003
96.0,Cliff Kresge,286.5,2003
,Tour Average,285.9,2003
99.0,Stephen Ames,285.9,2003
100.0,Steve Flesch,285.7,2003
100.0,John Riegger,285.7,2003
102.0,Hal Sutton,285.5,2003
103.0,Brian Henninger,285.3,2003
103.0,Jay Williamson,285.3,2003
105.0,Lee Janzen,285.2,2003
106.0,Arron Oberholser,285.1,2003
107.0,John Huston,284.8,2003
108.0,Joey Sindelar,284.6,2003
109.0,Steve Stricker,284.5,2003
110.0,Billy Andrade,284.4,2003
110.0,Alex Cejka,284.4,2003
112.0,Tim Petrovic,284.2,2003
113.0,Billy Mayfair,284.0,2003
114.0,David Peoples,283.8,2003
115.0,John Rollins,283.6,2003
116.0,Jerry Kelly,283.5,2003
117.0,Paul Azinger,283.4,2003
118.0,Akio Sadakata,283.3,2003
119.0,Ben Curtis,283.2,2003
119.0,Peter Jacobsen,283.2,2003
121.0,Todd Fischer,283.1,2003
121.0,Dicky Pride,283.1,2003
121.0,"Dave Stockton, Jr.",283.1,2003
124.0,Dan Forsman,282.9,2003
125.0,José Coceres,282.8,2003
126.0,Kaname Yokoo,282.7,2003
127.0,Mark Wilson,282.1,2003
128.0,Carl Pettersson,281.8,2003
128.0,Kirk Triplett,281.8,2003
130.0,Frank Lickliter II,281.6,2003
131.0,Aaron Barber,281.3,2003
131.0,Jim Furyk,281.3,2003
133.0,Joel Edwards,281.1,2003
133.0,Hidemichi Tanaka,281.1,2003
135.0,Chris DiMarco,281.0,2003
135.0,Kenichi Kuboya,281.0,2003
135.0,Jesper Parnevik,281.0,2003
138.0,Scott Laycock,280.6,2003
138.0,Jeff Sluman,280.6,2003
140.0,Rocco Mediate,280.5,2003
141.0,Jim Carter,280.3,2003
142.0,Skip Kendall,280.2,2003
143.0,Nick Price,280.1,2003
144.0,Chris Anderson,279.7,2003
145.0,Spike McRoy,279.6,2003
146.0,Michael Clark II,279.5,2003
147.0,Bob Estes,279.3,2003
147.0,Chris Riley,279.3,2003
149.0,Jay Haas,279.2,2003
150.0,Justin Leonard,279.1,2003
150.0,Heath Slocum,279.1,2003
152.0,Shigeki Maruyama,278.9,2003
153.0,Len Mattiace,278.7,2003
154.0,Jay Don Blake,278.4,2003
154.0,Dean Wilson,278.4,2003
156.0,Glen Day,278.3,2003
156.0,Richard Johnson,278.3,2003
158.0,Donnie Hammond,278.2,2003
158.0,Jeff Maggert,278.2,2003
160.0,Doug Barron,278.1,2003
160.0,Bob Burns,278.1,2003
160.0,Brian Gay,278.1,2003
160.0,Matt Gogel,278.1,2003
164.0,Pat Bates,278.0,2003
